month,specialty,region,total_waiting,within_18_weeks,over_52_weeks,median_wait_weeks,pct_within_18_weeks
2022-09-01,General Surgery,North West,5109,4629,141,15.3,90.6
2022-09-01,General Surgery,North East,2658,1819,46,21.1,68.4
2022-09-01,General Surgery,South East,4154,2584,516,23.7,62.2
2022-09-01,General Surgery,South West,4169,2663,426,26.0,63.9
2022-09-01,General Surgery,East of England,2380,1483,68,7.2,62.3
2022-09-01,Urology,London,5947,3607,116,27.9,60.7
2022-09-01,Urology,Midlands,2718,1645,118,26.6,60.5
2022-09-01,Urology,North West,4860,3329,642,14.7,68.5
2022-09-01,Urology,North East,2642,1655,166,13.0,62.6
2022-09-01,Urology,South East,4647,3557,494,18.5,76.5
2022-09-01,Urology,South West,4325,2684,289,26.6,62.1
2022-09-01,Urology,East of England,2002,1672,142,26.8,83.5
2022-09-01,Gynaecology,London,3983,2640,127,9.8,66.3
2022-09-01,Gynaecology,Midlands,2697,2213,165,8.3,82.1
2022-09-01,Gynaecology,North West,4641,3090,238,22.1,66.6
2022-09-01,Gynaecology,North East,1779,1507,58,11.5,84.7
2022-09-01,Gynaecology,South East,1391,945,121,13.9,67.9
2022-09-01,Gynaecology,South West,6475,4575,68,12.9,70.7
2022-09-01,Gynaecology,East of England,1196,801,30,15.7,67.0
2022-09-01,ENT,London,5434,4401,657,19.8,81.0
2022-09-01,ENT,Midlands,2665,2166,279,6.5,81.3
2022-09-01,ENT,North West,4882,3503,516,13.9,71.8
2022-09-01,ENT,North East,1669,943,107,23.4,56.5
2022-09-01,ENT,South East,5567,5077,63,19.7,91.2
2022-09-01,ENT,South West,4949,4296,223,27.6,86.8
2022-09-01,ENT,East of England,2536,1592,202,16.5,62.8
2022-09-01,Gastroenterology,London,3929,2211,215,19.1,56.3
2022-09-01,Gastroenterology,Midlands,4299,2945,411,21.3,68.5
2022-09-01,Gastroenterology,North West,5856,3454,115,19.0,59.0
2022-09-01,Gastroenterology,North East,4794,3788,157,6.7,79.0
2022-09-01,Gastroenterology,South East,2059,1435,28,13.4,69.7
2022-09-01,Gastroenterology,South West,5873,5128,329,18.9,87.3
2022-09-01,Gastroenterology,East of England,5860,4179,73,7.6,71.3
2022-09-01,Dermatology,London,5627,4004,674,8.1,71.2
2022-09-01,Dermatology,Midlands,1086,907,138,19.6,83.5
2022-09-01,Dermatology,North West,4585,3706,179,6.4,80.8
2022-09-01,Dermatology,North East,1216,899,53,8.7,73.9
2022-09-01,Dermatology,South East,6087,5069,907,22.7,83.3
2022-09-01,Dermatology,South West,1484,1077,71,6.6,72.6
2022-09-01,Dermatology,East of England,3859,3450,244,7.7,89.4
2022-10-01,Orthopaedics,London,4442,3852,352,8.9,86.7
2022-10-01,Orthopaedics,Midlands,1132,850,124,10.6,75.1
2022-10-01,Orthopaedics,North West,5600,3340,764,25.0,59.6
2022-10-01,Orthopaedics,North East,2836,1676,98,15.4,59.1
2022-10-01,Orthopaedics,South East,3510,2665,230,12.3,75.9
2022-10-01,Orthopaedics,South West,1635,1102,155,18.7,67.4
2022-10-01,Orthopaedics,East of England,2099,1585,73,16.3,75.5
2022-10-01,Cardiology,London,1580,1309,195,6.7,82.8
2022-10-01,Cardiology,Midlands,2129,1248,151,27.2,58.6
2022-10-01,Cardiology,North West,6125,4478,715,24.3,73.1
2022-10-01,Cardiology,North East,4890,3199,412,7.1,65.4
2022-10-01,Cardiology,South East,3285,2831,199,6.2,86.2
2022-10-01,Cardiology,South West,3978,3223,402,27.3,81.0
2022-10-01,Cardiology,East of England,4804,3741,124,9.4,77.9
2022-10-01,Neurology,London,4989,3476,569,18.8,69.7
2022-10-01,Neurology,Midlands,4897,3736,339,17.3,76.3
2022-10-01,Neurology,North West,2428,1862,46,24.3,76.7
2022-10-01,Neurology,North East,3575,2616,524,13.3,73.2
2022-10-01,Neurology,South East,2843,1658,269,8.0,58.3
2022-10-01,Neurology,South West,3143,2560,378,21.5,81.5
2022-10-01,Neurology,East of England,3253,2330,423,27.1,71.6
2022-10-01,Ophthalmology,London,4188,3207,357,16.0,76.6
2022-10-01,Ophthalmology,Midlands,1688,1459,117,7.5,86.4
2022-10-01,Ophthalmology,North West,5747,4273,334,27.9,74.4
2022-10-01,Ophthalmology,North East,1983,1649,285,25.5,83.2
2022-10-01,Ophthalmology,South East,4699,2873,537,14.3,61.1
2022-10-01,Ophthalmology,South West,1829,1620,125,23.2,88.6
2022-10-01,Ophthalmology,East of England,4585,2720,678,12.8,59.3
2022-10-01,General Surgery,London,4035,2264,442,7.0,56.1
2022-10-01,General Surgery,Midlands,5564,4835,804,11.4,86.9
2022-10-01,General Surgery,North West,2666,1488,265,15.1,55.8
2022-10-01,General Surgery,North East,5445,4500,94,17.9,82.6
2022-10-01,General Surgery,South East,3281,2517,152,27.7,76.7
2022-10-01,General Surgery,South West,3220,2059,157,25.7,63.9
2022-10-01,General Surgery,East of England,2867,2351,397,26.1,82.0
2022-10-01,Urology,London,5717,4504,362,27.0,78.8
2022-10-01,Urology,Midlands,5922,5232,283,23.7,88.3
2022-10-01,Urology,North West,4609,4160,111,12.8,90.3
2022-10-01,Urology,North East,2597,1711,31,10.8,65.9
2022-10-01,Urology,South East,2393,1365,41,26.0,57.0
2022-10-01,Urology,South West,5818,4657,483,23.2,80.0
2022-10-01,Urology,East of England,4999,4518,52,11.5,90.4
2022-10-01,Gynaecology,London,1069,956,118,22.8,89.4
2022-10-01,Gynaecology,Midlands,5457,4544,68,26.6,83.3
2022-10-01,Gynaecology,North West,5245,4457,151,16.3,85.0
2022-10-01,Gynaecology,North East,4321,3763,217,13.3,87.1
2022-10-01,Gynaecology,South East,5392,3243,70,25.1,60.1
2022-10-01,Gynaecology,South West,1437,954,70,27.4,66.4
2022-10-01,Gynaecology,East of England,4654,3749,559,8.6,80.6
2022-10-01,ENT,London,5194,4630,694,15.9,89.1
2022-10-01,ENT,Midlands,2590,1470,79,15.1,56.8
2022-10-01,ENT,North West,5717,4934,419,15.3,86.3
2022-10-01,ENT,North East,4414,3124,376,6.5,70.8
2022-10-01,ENT,South East,2298,1714,148,19.7,74.6
2022-10-01,ENT,South West,1890,1052,166,23.3,55.7
2022-10-01,ENT,East of England,4421,2961,128,25.5,67.0
2022-10-01,Gastroenterology,London,1813,1489,186,24.0,82.1
2022-10-01,Gastroenterology,Midlands,6069,5267,566,13.4,86.8
2022-10-01,Gastroenterology,North West,2307,1954,143,14.5,84.7
2022-10-01,Gastroenterology,North East,2926,2658,422,13.9,90.8
2022-10-01,Gastroenterology,South East,5761,4049,384,21.0,70.3
2022-10-01,Gastroenterology,South West,5717,3898,287,11.7,68.2
2022-10-01,Gastroenterology,East of England,4503,2760,610,20.4,61.3
2022-10-01,Dermatology,London,6098,4448,523,26.2,72.9
2022-10-01,Dermatology,Midlands,4539,3249,219,14.6,71.6
2022-10-01,Dermatology,North West,3022,1857,114,12.2,61.4
2022-10-01,Dermatology,North East,3292,2635,112,13.6,80.0
2022-10-01,Dermatology,South East,3976,2504,128,12.9,63.0
2022-10-01,Dermatology,South West,4496,2841,336,16.3,63.2
2022-10-01,Dermatology,East of England,1567,1311,190,17.8,83.7
2022-11-01,Orthopaedics,London,1978,1194,223,19.2,60.4
2022-11-01,Orthopaedics,Midlands,5090,4193,437,17.7,82.4
2022-11-01,Orthopaedics,North West,5378,4707,420,19.9,87.5
2022-11-01,Orthopaedics,North East,3528,2266,351,25.3,64.2
2022-11-01,Orthopaedics,South East,5093,3421,352,18.6,67.2
2022-11-01,Orthopaedics,South West,5223,3323,747,27.1,63.6
2022-11-01,Orthopaedics,East of England,5070,2816,165,27.9,55.5
2022-11-01,Cardiology,London,1324,974,170,6.4,73.6
2022-11-01,Cardiology,Midlands,4410,3730,257,11.7,84.6
2022-11-01,Cardiology,North West,1358,1085,55,6.8,79.9
2022-11-01,Cardiology,North East,6340,5387,556,26.8,85.0
2022-11-01,Cardiology,South East,1890,1659,113,14.3,87.8
2022-11-01,Cardiology,South West,5163,3883,451,16.9,75.2
2022-11-01,Cardiology,East of England,1419,1267,131,15.0,89.3
2022-11-01,Neurology,London,3894,2425,263,11.0,62.3
2022-11-01,Neurology,Midlands,3400,2434,289,10.5,71.6
2022-11-01,Neurology,North West,6043,5292,427,15.1,87.6
2022-11-01,Neurology,North East,1281,1130,179,27.1,88.2
2022-11-01,Neurology,South East,1311,1114,186,9.0,85.0
2022-11-01,Neurology,South West,2774,1745,51,13.2,62.9
2022-11-01,Neurology,East of England,5235,3166,344,25.9,60.5
2022-11-01,Ophthalmology,London,1471,1346,196,14.7,91.5
2022-11-01,Ophthalmology,Midlands,3737,2631,376,12.8,70.4
2022-11-01,Ophthalmology,North West,4160,2946,424,11.8,70.8
2022-11-01,Ophthalmology,North East,2363,1555,25,14.3,65.8
2022-11-01,Ophthalmology,South East,4292,3296,326,18.6,76.8
2022-11-01,Ophthalmology,South West,2822,1917,276,23.3,67.9
2022-11-01,Ophthalmology,East of England,1179,868,134,17.1,73.6
2022-11-01,General Surgery,London,2176,1779,267,12.4,81.8
2022-11-01,General Surgery,Midlands,2694,2311,307,24.6,85.8
2022-11-01,General Surgery,North West,4999,3721,533,25.4,74.4
2022-11-01,General Surgery,North East,6146,5253,648,21.4,85.5
2022-11-01,General Surgery,South East,3328,2991,421,19.7,89.9
2022-11-01,General Surgery,South West,5895,4018,293,9.9,68.2
2022-11-01,General Surgery,East of England,4462,2870,328,14.5,64.3
2022-11-01,Urology,London,5124,3729,372,8.7,72.8
2022-11-01,Urology,Midlands,2386,1833,224,15.2,76.8
2022-11-01,Urology,North West,6028,3835,679,6.7,63.6
2022-11-01,Urology,North East,4357,2637,106,8.7,60.5
2022-11-01,Urology,South East,4807,3728,180,11.5,77.6
2022-11-01,Urology,South West,4070,3680,527,11.1,90.4
2022-11-01,Urology,East of England,1860,1531,127,22.2,82.3
2022-11-01,Gynaecology,London,3062,2597,139,11.5,84.8
2022-11-01,Gynaecology,Midlands,1565,1319,43,14.8,84.3
2022-11-01,Gynaecology,North West,5093,3281,238,18.2,64.4
2022-11-01,Gynaecology,North East,4768,3220,121,12.1,67.5
2022-11-01,Gynaecology,South East,2658,2305,141,20.5,86.7
2022-11-01,Gynaecology,South West,2098,1520,166,22.1,72.4
2022-11-01,Gynaecology,East of England,4102,2428,237,27.2,59.2
2022-11-01,ENT,London,3909,2353,431,15.6,60.2
2022-11-01,ENT,Midlands,5842,4258,187,22.8,72.9
2022-11-01,ENT,North West,3591,2318,277,27.8,64.6
2022-11-01,ENT,North East,3815,2496,155,17.5,65.4
2022-11-01,ENT,South East,5302,3314,351,24.6,62.5
2022-11-01,ENT,South West,2471,1926,126,7.9,77.9
2022-11-01,ENT,East of England,4843,3303,439,13.5,68.2
2022-11-01,Gastroenterology,London,3313,2191,482,21.5,66.1
2022-11-01,Gastroenterology,Midlands,4130,2908,264,17.8,70.4
2022-11-01,Gastroenterology,North West,2650,1714,153,15.0,64.7
2022-11-01,Gastroenterology,North East,6398,3538,762,20.7,55.3
2022-11-01,Gastroenterology,South East,1523,1287,182,13.8,84.5
2022-11-01,Gastroenterology,South West,5495,3514,729,6.4,63.9
2022-11-01,Gastroenterology,East of England,2892,1788,236,27.8,61.8
2022-11-01,Dermatology,London,5073,2874,704,16.3,56.7
2022-11-01,Dermatology,Midlands,5886,4739,455,8.7,80.5
2022-11-01,Dermatology,North West,2524,1780,240,8.3,70.5
2022-11-01,Dermatology,North East,3157,2327,392,24.9,73.7
2022-11-01,Dermatology,South East,6184,5286,688,24.3,85.5
2022-11-01,Dermatology,South West,2130,1617,214,13.7,75.9
2022-11-01,Dermatology,East of England,1703,1021,177,6.1,60.0
2022-12-01,Orthopaedics,London,6128,4640,193,23.5,75.7
2022-12-01,Orthopaedics,Midlands,4490,2751,558,26.5,61.3
2022-12-01,Orthopaedics,North West,3827,2557,472,21.2,66.8
2022-12-01,Orthopaedics,North East,2003,1146,140,14.8,57.2
2022-12-01,Orthopaedics,South East,4117,2679,520,27.6,65.1
2022-12-01,Orthopaedics,South West,1745,1152,163,17.1,66.0
2022-12-01,Orthopaedics,East of England,2629,2008,53,26.8,76.4
2022-12-01,Cardiology,London,5861,4916,678,19.3,83.9
2022-12-01,Cardiology,Midlands,3528,3078,374,8.5,87.2
2022-12-01,Cardiology,North West,1405,995,52,6.6,70.8
2022-12-01,Cardiology,North East,4670,2602,589,9.2,55.7
2022-12-01,Cardiology,South East,3114,2668,224,18.6,85.7
2022-12-01,Cardiology,South West,3824,3290,387,17.1,86.0
2022-12-01,Cardiology,East of England,2259,1739,210,9.6,77.0
2022-12-01,Neurology,London,6060,4133,152,15.3,68.2
2022-12-01,Neurology,Midlands,2503,1535,258,19.4,61.3
2022-12-01,Neurology,North West,2603,1516,351,14.6,58.2
2022-12-01,Neurology,North East,4007,2889,258,25.0,72.1
2022-12-01,Neurology,South East,5060,4299,239,10.7,85.0
2022-12-01,Neurology,South West,4157,3804,365,12.1,91.5
2022-12-01,Neurology,East of England,4780,4086,51,18.4,85.5
2022-12-01,Ophthalmology,London,4082,3566,56,18.4,87.4
2022-12-01,Ophthalmology,Midlands,4812,4044,177,20.0,84.0
2022-12-01,Ophthalmology,North West,3174,1759,279,20.6,55.4
2022-12-01,Ophthalmology,North East,5913,4183,514,20.9,70.7
2022-12-01,Ophthalmology,South East,4118,2865,194,9.7,69.6
2022-12-01,Ophthalmology,South West,2470,1946,139,22.6,78.8
2022-12-01,Ophthalmology,East of England,1320,1103,97,19.5,83.6
2022-12-01,General Surgery,London,4860,3935,617,21.1,81.0
2022-12-01,General Surgery,Midlands,2724,1960,272,21.0,72.0
2022-12-01,General Surgery,North West,2541,1845,130,17.3,72.6
2022-12-01,General Surgery,North East,2059,1417,182,7.0,68.8
2022-12-01,General Surgery,South East,3682,2740,410,15.6,74.4
2022-12-01,General Surgery,South West,5788,3912,301,18.7,67.6
2022-12-01,General Surgery,East of England,5441,3230,633,26.4,59.4
2022-12-01,Urology,London,5220,3033,90,11.6,58.1
2022-12-01,Urology,Midlands,2960,1741,366,6.9,58.8
2022-12-01,Urology,North West,1883,1225,248,16.7,65.1
2022-12-01,Urology,North East,1813,1065,239,17.2,58.7
2022-12-01,Urology,South East,3251,2230,89,6.9,68.6
2022-12-01,Urology,South West,2271,1845,138,24.3,81.2
2022-12-01,Urology,East of England,3433,2024,440,22.2,59.0
2022-12-01,Gynaecology,London,3452,2084,187,27.5,60.4
2022-12-01,Gynaecology,Midlands,1262,1004,99,17.4,79.6
2022-12-01,Gynaecology,North West,1657,1495,136,24.0,90.2
2022-12-01,Gynaecology,North East,5935,3509,757,27.9,59.1
2022-12-01,Gynaecology,South East,4552,4104,593,11.0,90.2
2022-12-01,Gynaecology,South West,2087,1876,258,22.3,89.9
2022-12-01,Gynaecology,East of England,4470,3292,335,11.6,73.6
2022-12-01,ENT,London,2553,2282,155,24.9,89.4
2022-12-01,ENT,Midlands,1310,1084,90,17.4,82.7
2022-12-01,ENT,North West,4564,3761,546,22.8,82.4
2022-12-01,ENT,North East,2860,2319,327,23.5,81.1
2022-12-01,ENT,South East,1955,1394,220,19.8,71.3
2022-12-01,ENT,South West,5038,4266,79,14.3,84.7
2022-12-01,ENT,East of England,3862,2225,302,21.4,57.6
2022-12-01,Gastroenterology,London,1848,1098,135,26.0,59.4
2022-12-01,Gastroenterology,Midlands,3534,3168,222,18.7,89.6
2022-12-01,Gastroenterology,North West,6085,3770,359,26.5,62.0
2022-12-01,Gastroenterology,North East,5782,4106,456,11.8,71.0
2022-12-01,Gastroenterology,South East,5380,4033,401,13.2,75.0
2022-12-01,Gastroenterology,South West,3430,2600,227,20.2,75.8
2022-12-01,Gastroenterology,East of England,5838,3752,383,15.4,64.3
2022-12-01,Dermatology,London,5915,5212,384,27.2,88.1
2022-12-01,Dermatology,Midlands,5608,4514,793,11.5,80.5
2022-12-01,Dermatology,North West,3789,3129,314,11.9,82.6
2022-12-01,Dermatology,North East,4236,3195,434,13.1,75.4
2022-12-01,Dermatology,South East,2740,1871,387,17.7,68.3
2022-12-01,Dermatology,South West,4837,4381,394,22.1,90.6
2022-12-01,Dermatology,East of England,2207,1556,179,7.4,70.5
2023-01-01,Orthopaedics,London,1569,1178,135,16.9,75.1
2023-01-01,Orthopaedics,Midlands,4224,3324,225,20.4,78.7
2023-01-01,Orthopaedics,North West,1060,707,46,18.3,66.7
2023-01-01,Orthopaedics,North East,3249,2908,184,10.8,89.5
2023-01-01,Orthopaedics,South East,1666,1422,215,9.8,85.4
2023-01-01,Orthopaedics,South West,1164,763,55,24.8,65.5
2023-01-01,Orthopaedics,East of England,3338,2603,314,18.0,78.0
2023-01-01,Cardiology,London,1710,1445,151,6.1,84.5
2023-01-01,Cardiology,Midlands,2238,1369,79,20.8,61.2
2023-01-01,Cardiology,North West,4808,4341,596,25.9,90.3
2023-01-01,Cardiology,North East,4830,4325,595,24.4,89.5
2023-01-01,Cardiology,South East,4538,3886,387,9.4,85.6
2023-01-01,Cardiology,South West,4864,3418,645,8.8,70.3
2023-01-01,Cardiology,East of England,4495,3324,299,9.6,73.9
2023-01-01,Neurology,London,4450,3578,537,18.8,80.4
2023-01-01,Neurology,Midlands,1321,1186,25,14.9,89.8
2023-01-01,Neurology,North West,3135,2416,170,15.9,77.1
2023-01-01,Neurology,North East,3015,2539,297,17.7,84.2
2023-01-01,Neurology,South East,1344,884,168,15.9,65.8
2023-01-01,Neurology,South West,3627,2693,263,11.6,74.2
2023-01-01,Neurology,East of England,1208,877,32,26.4,72.6
2023-01-01,Ophthalmology,London,4047,2309,492,9.4,57.1
2023-01-01,Ophthalmology,Midlands,1466,1180,83,21.3,80.5
2023-01-01,Ophthalmology,North West,2882,2132,84,11.2,74.0
2023-01-01,Ophthalmology,North East,958,700,69,10.4,73.1
2023-01-01,Ophthalmology,South East,4615,3224,509,25.3,69.9
2023-01-01,Ophthalmology,South West,1341,899,58,9.7,67.0
2023-01-01,Ophthalmology,East of England,4357,2807,514,15.6,64.4
2023-01-01,General Surgery,London,1775,1478,213,18.5,83.3
2023-01-01,General Surgery,Midlands,1124,678,56,12.8,60.3
2023-01-01,General Surgery,North West,3230,2045,66,23.8,63.3
2023-01-01,General Surgery,North East,2979,1958,255,6.5,65.7
2023-01-01,General Surgery,South East,4709,4146,385,24.2,88.0
2023-01-01,General Surgery,South West,3881,3342,388,19.4,86.1
2023-01-01,General Surgery,East of England,3587,3028,522,16.3,84.4
2023-01-01,Urology,London,4800,3643,685,25.8,75.9
2023-01-01,Urology,Midlands,1125,952,159,8.2,84.6
2023-01-01,Urology,North West,2240,1642,287,17.1,73.3
2023-01-01,Urology,North East,895,745,70,25.4,83.2
2023-01-01,Urology,South East,3110,2114,146,13.7,68.0
2023-01-01,Urology,South West,1492,1092,179,26.8,73.2
2023-01-01,Urology,East of England,1338,859,128,17.0,64.2
2023-01-01,Gynaecology,London,1828,1295,64,26.7,70.8
2023-01-01,Gynaecology,Midlands,2405,2073,84,25.9,86.2
2023-01-01,Gynaecology,North West,4494,3098,615,17.7,68.9
2023-01-01,Gynaecology,North East,4511,3126,178,19.9,69.3
2023-01-01,Gynaecology,South East,3988,3064,428,13.6,76.8
2023-01-01,Gynaecology,South West,3415,2562,437,22.8,75.0
2023-01-01,Gynaecology,East of England,3535,3250,407,25.0,91.9
2023-01-01,ENT,London,2004,1396,134,18.3,69.7
2023-01-01,ENT,Midlands,1415,1237,54,7.7,87.4
2023-01-01,ENT,North West,3289,2433,302,10.0,74.0
2023-01-01,ENT,North East,1744,1080,45,18.0,61.9
2023-01-01,ENT,South East,2359,1546,190,17.7,65.5
2023-01-01,ENT,South West,3757,2407,361,15.7,64.1
2023-01-01,ENT,East of England,2889,1642,382,7.7,56.8
2023-01-01,Gastroenterology,London,3914,3099,544,7.2,79.2
2023-01-01,Gastroenterology,Midlands,1630,903,84,18.7,55.4
2023-01-01,Gastroenterology,North West,3833,2174,510,23.9,56.7
2023-01-01,Gastroenterology,North East,2577,1940,368,28.0,75.3
2023-01-01,Gastroenterology,South East,2422,1416,239,12.3,58.5
2023-01-01,Gastroenterology,South West,1437,795,107,16.7,55.3
2023-01-01,Gastroenterology,East of England,975,679,34,24.5,69.6
2023-01-01,Dermatology,London,1502,993,50,15.0,66.1
2023-01-01,Dermatology,Midlands,1949,1286,34,19.1,66.0
2023-01-01,Dermatology,North West,2283,1388,237,22.6,60.8
2023-01-01,Dermatology,North East,3849,2551,521,20.1,66.3
2023-01-01,Dermatology,South East,815,490,103,6.2,60.1
2023-01-01,Dermatology,South West,4183,3150,383,14.8,75.3
2023-01-01,Dermatology,East of England,1213,680,181,19.7,56.1
2023-02-01,Orthopaedics,London,3855,2736,485,24.1,71.0
2023-02-01,Orthopaedics,Midlands,3846,2619,394,28.0,68.1
2023-02-01,Orthopaedics,North West,3215,2120,358,11.1,65.9
2023-02-01,Orthopaedics,North East,2773,2258,94,8.3,81.4
2023-02-01,Orthopaedics,South East,3126,2843,37,19.2,90.9
2023-02-01,Orthopaedics,South West,3001,1800,93,23.4,60.0
2023-02-01,Orthopaedics,East of England,3623,2832,110,10.2,78.2
2023-02-01,Cardiology,London,2779,1603,289,24.2,57.7
2023-02-01,Cardiology,Midlands,4464,4090,92,20.6,91.6
2023-02-01,Cardiology,North West,931,679,115,27.0,72.9
2023-02-01,Cardiology,North East,4196,3102,253,16.2,73.9
2023-02-01,Cardiology,South East,2407,1431,80,12.9,59.5
2023-02-01,Cardiology,South West,2543,2006,166,7.7,78.9
2023-02-01,Cardiology,East of England,2161,1273,55,12.4,58.9
2023-02-01,Neurology,London,2089,1154,241,8.3,55.2
2023-02-01,Neurology,Midlands,4336,2389,305,17.1,55.1
2023-02-01,Neurology,North West,3358,2214,367,9.7,65.9
2023-02-01,Neurology,North East,4091,3229,306,16.9,78.9
2023-02-01,Neurology,South East,3466,3132,138,17.4,90.4
2023-02-01,Neurology,South West,1393,1256,205,18.0,90.2
2023-02-01,Neurology,East of England,2342,1310,36,18.9,55.9
2023-02-01,Ophthalmology,London,1611,1210,136,7.7,75.1
2023-02-01,Ophthalmology,Midlands,2544,1986,92,16.3,78.1
2023-02-01,Ophthalmology,North West,2325,1618,128,19.4,69.6
2023-02-01,Ophthalmology,North East,4230,3629,210,14.0,85.8
2023-02-01,Ophthalmology,South East,2412,2121,56,27.8,87.9
2023-02-01,Ophthalmology,South West,3649,2112,513,14.0,57.9
2023-02-01,Ophthalmology,East of England,874,615,62,20.0,70.4
2023-02-01,General Surgery,London,2590,2001,51,7.5,77.3
2023-02-01,General Surgery,Midlands,1987,1347,116,16.3,67.8
2023-02-01,General Surgery,North West,987,582,29,6.7,59.0
2023-02-01,General Surgery,North East,4679,2743,507,13.4,58.6
2023-02-01,General Surgery,South East,2205,1739,277,8.4,78.9
2023-02-01,General Surgery,South West,4489,3626,413,24.3,80.8
2023-02-01,General Surgery,East of England,2343,1793,105,20.5,76.5
2023-02-01,Urology,London,1547,856,110,24.6,55.3
2023-02-01,Urology,Midlands,4570,3040,603,9.4,66.5
2023-02-01,Urology,North West,1483,1024,84,21.8,69.0
2023-02-01,Urology,North East,4080,2624,130,27.0,64.3
2023-02-01,Urology,South East,4335,3262,131,8.9,75.2
2023-02-01,Urology,South West,2353,1660,46,17.2,70.5
2023-02-01,Urology,East of England,1891,1288,228,17.2,68.1
2023-02-01,Gynaecology,London,1479,936,165,21.6,63.3
2023-02-01,Gynaecology,Midlands,3574,2462,284,13.5,68.9
2023-02-01,Gynaecology,North West,3223,1996,442,17.4,61.9
2023-02-01,Gynaecology,North East,3740,2372,294,13.9,63.4
2023-02-01,Gynaecology,South East,2723,1994,105,22.2,73.2
2023-02-01,Gynaecology,South West,2192,1584,145,15.9,72.3
2023-02-01,Gynaecology,East of England,3898,3561,508,21.1,91.4
2023-02-01,ENT,London,3269,1997,454,15.3,61.1
2023-02-01,ENT,Midlands,3453,1990,222,22.3,57.6
2023-02-01,ENT,North West,3010,2549,210,11.1,84.7
2023-02-01,ENT,North East,863,696,21,20.6,80.6
2023-02-01,ENT,South East,2422,1579,295,26.2,65.2
2023-02-01,ENT,South West,3826,3241,462,10.2,84.7
2023-02-01,ENT,East of England,1761,1054,110,20.8,59.9
2023-02-01,Gastroenterology,London,4930,3679,456,10.4,74.6
2023-02-01,Gastroenterology,Midlands,4224,2576,189,10.9,61.0
2023-02-01,Gastroenterology,North West,1079,818,153,10.3,75.8
2023-02-01,Gastroenterology,North East,2274,1938,201,11.6,85.2
2023-02-01,Gastroenterology,South East,2722,1536,143,22.4,56.4
2023-02-01,Gastroenterology,South West,4939,3117,537,23.2,63.1
2023-02-01,Gastroenterology,East of England,1394,966,45,14.8,69.3
2023-02-01,Dermatology,London,2199,1323,179,18.9,60.2
2023-02-01,Dermatology,Midlands,4478,3305,59,12.9,73.8
2023-02-01,Dermatology,North West,1075,599,155,16.2,55.7
2023-02-01,Dermatology,North East,1773,1143,20,12.0,64.5
2023-02-01,Dermatology,South East,1346,958,87,24.6,71.2
2023-02-01,Dermatology,South West,3572,2238,485,17.5,62.7
2023-02-01,Dermatology,East of England,2642,1973,325,23.2,74.7
2023-03-01,Orthopaedics,London,4244,3129,441,26.1,73.7
2023-03-01,Orthopaedics,Midlands,845,759,110,17.0,89.8
2023-03-01,Orthopaedics,North West,2829,1752,368,11.7,61.9
2023-03-01,Orthopaedics,North East,3463,2092,266,6.4,60.4
2023-03-01,Orthopaedics,South East,3395,1959,332,23.4,57.7
2023-03-01,Orthopaedics,South West,3132,2323,372,11.7,74.2
2023-03-01,Orthopaedics,East of England,2532,2297,316,10.5,90.7
2023-03-01,Cardiology,London,1573,941,116,11.9,59.8
2023-03-01,Cardiology,Midlands,2398,1735,286,22.4,72.4
2023-03-01,Cardiology,North West,2353,1926,191,19.7,81.9
2023-03-01,Cardiology,North East,4455,3151,329,17.4,70.7
2023-03-01,Cardiology,South East,4116,2667,437,23.4,64.8
2023-03-01,Cardiology,South West,2696,2413,157,8.3,89.5
2023-03-01,Cardiology,East of England,4427,3377,654,11.4,76.3
2023-03-01,Neurology,London,3104,1787,309,26.7,57.6
2023-03-01,Neurology,Midlands,1686,1380,171,22.1,81.9
2023-03-01,Neurology,North West,4138,3532,67,22.6,85.4
2023-03-01,Neurology,North East,1154,838,144,12.0,72.6
2023-03-01,Neurology,South East,1428,1008,172,16.2,70.6
2023-03-01,Neurology,South West,2221,2039,146,19.5,91.8
2023-03-01,Neurology,East of England,2032,1798,32,15.5,88.5
2023-03-01,Ophthalmology,London,3195,1870,326,20.2,58.5
2023-03-01,Ophthalmology,Midlands,2592,1444,117,17.4,55.7
2023-03-01,Ophthalmology,North West,4428,3235,485,25.1,73.1
2023-03-01,Ophthalmology,North East,1819,1434,123,26.5,78.8
2023-03-01,Ophthalmology,South East,4072,2540,115,20.9,62.4
2023-03-01,Ophthalmology,South West,995,705,52,11.6,70.9
2023-03-01,Ophthalmology,East of England,4012,3670,339,8.5,91.5
2023-03-01,General Surgery,London,1521,978,180,27.1,64.3
2023-03-01,General Surgery,Midlands,4587,2560,368,12.0,55.8
2023-03-01,General Surgery,North West,1902,1493,219,20.9,78.5
2023-03-01,General Surgery,North East,1071,983,157,25.4,91.8
2023-03-01,General Surgery,South East,2265,1695,267,20.5,74.8
2023-03-01,General Surgery,South West,2414,2127,79,27.9,88.1
2023-03-01,General Surgery,East of England,1411,783,189,11.4,55.5
2023-03-01,Urology,London,1119,951,145,27.8,85.0
2023-03-01,Urology,Midlands,4819,4118,507,23.4,85.5
2023-03-01,Urology,North West,3952,2297,384,6.1,58.1
2023-03-01,Urology,North East,3513,2004,317,25.0,57.0
2023-03-01,Urology,South East,2245,1956,174,13.4,87.1
2023-03-01,Urology,South West,1765,1232,108,18.3,69.8
